date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:48:55	31739/31739	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Sep%202019%2008:18:53%20GMT	http://atechnologies.co.in/teacher-required	D:/Student%20Trainning/atechnologies.co.in/teacher-required.html	(from http://atechnologies.co.in/)
13:48:59	21490/21490	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Sep%202019%2008:18:57%20GMT	http://atechnologies.co.in/contacts	D:/Student%20Trainning/atechnologies.co.in/contacts.html	(from http://atechnologies.co.in/)
13:49:00	74177/74177	---M--	200	added ('OK')	image/jpeg	etag:%224e168-5cd6f152-e7f88f44809a7d24;;;%22	http://atechnologies.co.in/img/training/Banner.jpg	D:/Student%20Trainning/atechnologies.co.in/img/training/Banner.jpg	(from http://atechnologies.co.in/)
13:49:07	42346/42346	---M--	200	added ('OK')	image/jpeg	etag:%22c711-5b05ad43-c3cc0fdf02037a80;;;%22	http://atechnologies.co.in/img/1920x1080/01.jpg	D:/Student%20Trainning/atechnologies.co.in/img/1920x1080/01.jpg	(from http://atechnologies.co.in/)
13:49:08	4184/4184	---M--	200	added ('OK')	image/jpeg	etag:%221058-5b05ad49-5548b9a47663f789;;;%22	http://atechnologies.co.in/img/1920x1080/16.jpg	D:/Student%20Trainning/atechnologies.co.in/img/1920x1080/16.jpg	(from http://atechnologies.co.in/)
13:49:08	57306/57306	---M--	200	added ('OK')	image/jpeg	etag:%221c1d3-5b05ad45-e9181982e632d7a9;;;%22	http://atechnologies.co.in/img/1920x1080/06.jpg	D:/Student%20Trainning/atechnologies.co.in/img/1920x1080/06.jpg	(from http://atechnologies.co.in/)
13:49:09	37920/37920	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Sep%202019%2008:19:07%20GMT	http://atechnologies.co.in/free-course	D:/Student%20Trainning/atechnologies.co.in/free-course.html	(from http://atechnologies.co.in/)
13:49:19	52382/52382	---M--	200	added ('OK')	image/jpeg	etag:%227f9d9-5b05ad4a-aa773796475e8b18;;;%22	http://atechnologies.co.in/img/1920x1080/pace-oregon-state-html-css-coding-web-design.jpg	D:/Student%20Trainning/atechnologies.co.in/img/1920x1080/pace-oregon-state-html-css-coding-web-design.jpg	(from http://atechnologies.co.in/)
13:49:23	17846/17846	---M--	200	added ('OK')	image/jpeg	etag:%228aef-5b05ad5a-9da9464d168b7419;;;%22	http://atechnologies.co.in/img/970x647/05.jpg	D:/Student%20Trainning/atechnologies.co.in/img/970x647/05.jpg	(from http://atechnologies.co.in/)
13:49:26	88267/88267	---M--	200	added ('OK')	image/jpeg	etag:%22327eb-5b05ad5f-278a5cc2bd6a3fd5;;;%22	http://atechnologies.co.in/img/970x970/03.jpg	D:/Student%20Trainning/atechnologies.co.in/img/970x970/03.jpg	(from http://atechnologies.co.in/)
13:49:27	24744/24744	---M--	200	added ('OK')	image/jpeg	etag:%22cc32-5b05ad5a-d8716ef5e71378d8;;;%22	http://atechnologies.co.in/img/970x647/06.jpg	D:/Student%20Trainning/atechnologies.co.in/img/970x647/06.jpg	(from http://atechnologies.co.in/)
13:49:29	17606/17606	---M--	200	added ('OK')	image/jpeg	etag:%22692e-5b05ad5b-80b1a966c2e9ba0d;;;%22	http://atechnologies.co.in/img/970x647/07.jpg	D:/Student%20Trainning/atechnologies.co.in/img/970x647/07.jpg	(from http://atechnologies.co.in/)
13:49:32	25620/25620	---M--	200	added ('OK')	image/jpeg	etag:%22bdf3-5b05ad5b-d65ac328292d4a76;;;%22	http://atechnologies.co.in/img/970x647/08.jpg	D:/Student%20Trainning/atechnologies.co.in/img/970x647/08.jpg	(from http://atechnologies.co.in/)
13:49:32	17588/17588	---M--	200	added ('OK')	image/jpeg	etag:%226810-5b05ad5b-658c4a2d95fbdf01;;;%22	http://atechnologies.co.in/img/970x647/09.jpg	D:/Student%20Trainning/atechnologies.co.in/img/970x647/09.jpg	(from http://atechnologies.co.in/)
13:49:35	19669/19669	---M--	200	added ('OK')	image/jpeg	etag:%2287f7-5b05ad59-bf759c86f3353aa7;;;%22	http://atechnologies.co.in/img/970x647/04.jpg	D:/Student%20Trainning/atechnologies.co.in/img/970x647/04.jpg	(from http://atechnologies.co.in/)
13:49:36	4593/4593	---M--	200	added ('OK')	image/png	etag:%2211f1-5b05ad60-36bfc2226c29f169;;;%22	http://atechnologies.co.in/img/clients/01-dark.png	D:/Student%20Trainning/atechnologies.co.in/img/clients/01-dark.png	(from http://atechnologies.co.in/)
13:49:37	4468/4468	---M--	200	added ('OK')	image/png	etag:%221174-5b05ad61-494e19b78be55c25;;;%22	http://atechnologies.co.in/img/clients/02-dark.png	D:/Student%20Trainning/atechnologies.co.in/img/clients/02-dark.png	(from http://atechnologies.co.in/)
13:49:37	33369/33369	---M--	200	added ('OK')	image/jpeg	etag:%228259-5b05ad44-ebb0a4db8001be66;;;%22	http://atechnologies.co.in/img/1920x1080/04.jpg	D:/Student%20Trainning/atechnologies.co.in/img/1920x1080/04.jpg	(from http://atechnologies.co.in/)
13:49:38	3874/3874	---M--	200	added ('OK')	image/png	etag:%22f22-5b05ad61-e7dfc185a16e6a43;;;%22	http://atechnologies.co.in/img/clients/03-dark.png	D:/Student%20Trainning/atechnologies.co.in/img/clients/03-dark.png	(from http://atechnologies.co.in/)
13:49:38	4213/4213	---M--	200	added ('OK')	image/png	etag:%221075-5b05ad61-b69b10f7db402abd;;;%22	http://atechnologies.co.in/img/clients/04-dark.png	D:/Student%20Trainning/atechnologies.co.in/img/clients/04-dark.png	(from http://atechnologies.co.in/)
13:49:40	95957/95957	---M-Z	200	added ('OK')	application/x-javascript	etag:%22176d5-5b05ada3-31b4ada6c9f0cdcf;gz%22	http://atechnologies.co.in/vendor/jquery.min.js	D:/Student%20Trainning/atechnologies.co.in/vendor/jquery.min.js	(from http://atechnologies.co.in/)
13:49:40	7199/7199	---M-Z	200	added ('OK')	application/x-javascript	etag:%221c1f-5b05ada3-e909d377c1b6826a;gz%22	http://atechnologies.co.in/vendor/jquery.migrate.min.js	D:/Student%20Trainning/atechnologies.co.in/vendor/jquery.migrate.min.js	(from http://atechnologies.co.in/)
13:49:40	3392/3392	---M--	200	added ('OK')	image/png	etag:%22d40-5b05ad62-5dbf5995c7d28640;;;%22	http://atechnologies.co.in/img/clients/05-dark.png	D:/Student%20Trainning/atechnologies.co.in/img/clients/05-dark.png	(from http://atechnologies.co.in/)
13:49:40	36868/36868	---M-Z	200	added ('OK')	application/x-javascript	etag:%229004-5b05adb3-872ed3f5a126676;gz%22	http://atechnologies.co.in/vendor/bootstrap/js/bootstrap.min.js	D:/Student%20Trainning/atechnologies.co.in/vendor/bootstrap/js/bootstrap.min.js	(from http://atechnologies.co.in/)
13:49:42	4517/4517	---M-Z	200	added ('OK')	application/x-javascript	etag:%2211a5-5b05ada4-1704bc48390bb92f;gz%22	http://atechnologies.co.in/vendor/jquery.smooth-scroll.min.js	D:/Student%20Trainning/atechnologies.co.in/vendor/jquery.smooth-scroll.min.js	(from http://atechnologies.co.in/)
13:49:42	329/329	---M-Z	200	added ('OK')	application/x-javascript	etag:%22149-5b05ada2-55469c22912f6e65;gz%22	http://atechnologies.co.in/vendor/jquery.back-to-top.min.js	D:/Student%20Trainning/atechnologies.co.in/vendor/jquery.back-to-top.min.js	(from http://atechnologies.co.in/)
13:49:43	40548/40548	---M-Z	200	added ('OK')	application/x-javascript	etag:%229e64-5b05adaa-415afe929adb88bf;gz%22	http://atechnologies.co.in/vendor/scrollbar/jquery.scrollbar.min.js	D:/Student%20Trainning/atechnologies.co.in/vendor/scrollbar/jquery.scrollbar.min.js	(from http://atechnologies.co.in/)
13:49:43	4455/4455	---M-Z	200	added ('OK')	application/x-javascript	etag:%221167-5b05ada5-51d445dede46b80d;gz%22	http://atechnologies.co.in/vendor/vidbg.min.js	D:/Student%20Trainning/atechnologies.co.in/vendor/vidbg.min.js	(from http://atechnologies.co.in/)
13:49:44	97968/97968	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217eb0-5b05adb6-775efe8f00c8a0dd;gz%22	http://atechnologies.co.in/vendor/cubeportfolio/js/jquery.cubeportfolio.min.js	D:/Student%20Trainning/atechnologies.co.in/vendor/cubeportfolio/js/jquery.cubeportfolio.min.js	(from http://atechnologies.co.in/)
13:49:45	8804/8804	---M-Z	200	added ('OK')	application/x-javascript	etag:%222264-5b05ada5-afae86ac3632c87;gz%22	http://atechnologies.co.in/vendor/waypoint.min.js	D:/Student%20Trainning/atechnologies.co.in/vendor/waypoint.min.js	(from http://atechnologies.co.in/)
